Rank,County-equivalent,State,Per capita income,Median household income,Median family income,Population,Number of households,County-equivalent_link
2479,Beaver,Utah,"$19,415","$46,660","$56,184","6,529","2,112","https://en.wikipedia.org/wiki/Beaver_County,_Utah"
2480,Union,Louisiana,"$19,412","$35,828","$48,125","22,576","8,532","https://en.wikipedia.org/wiki/Union_Parish,_Louisiana"
2481,Treutlen,Georgia,"$19,410","$37,894","$46,282","6,817","2,515","https://en.wikipedia.org/wiki/Treutlen_County,_Georgia"
2482,Talladega,Alabama,"$19,410","$35,439","$43,074","81,845","31,486","https://en.wikipedia.org/wiki/Talladega_County,_Alabama"
2483,Brooks,Georgia,"$19,409","$34,419","$46,973","15,885","6,573","https://en.wikipedia.org/wiki/Brooks_County,_Georgia"
2484,Jackson,Ohio,"$19,405","$36,356","$44,755","33,034","13,288","https://en.wikipedia.org/wiki/Jackson_County,_Ohio"
2485,Meigs,Tennessee,"$19,403","$35,150","$47,672","11,706","4,776","https://en.wikipedia.org/wiki/Meigs_County,_Tennessee"
2486,Putnam,Missouri,"$19,397","$36,713","$44,309","4,944","2,230","https://en.wikipedia.org/wiki/Putnam_County,_Missouri"
2487,Knox,Texas,"$19,396","$34,295","$45,208","3,731","1,557","https://en.wikipedia.org/wiki/Knox_County,_Texas"
2488,St. Landry,Louisiana,"$19,387","$35,503","$45,574","83,534","30,935","https://en.wikipedia.org/wiki/St._Landry_Parish,_Louisiana"
2489,Bradley,Arkansas,"$19,386","$30,409","$39,659","11,418","4,789","https://en.wikipedia.org/wiki/Bradley_County,_Arkansas"
2490,Miller,Missouri,"$19,385","$35,507","$44,911","24,863","10,034","https://en.wikipedia.org/wiki/Miller_County,_Missouri"
2491,Carroll,Virginia,"$19,385","$32,853","$43,349","29,979","12,572","https://en.wikipedia.org/wiki/Carroll_County,_Virginia"
2492,Perry,Ohio,"$19,372","$41,446","$48,828","36,051","13,793","https://en.wikipedia.org/wiki/Perry_County,_Ohio"
2493,Johnson,Arkansas,"$19,366","$31,003","$37,119","25,655","10,046","https://en.wikipedia.org/wiki/Johnson_County,_Arkansas"
2494,Coryell,Texas,"$19,357","$49,819","$56,459","75,966","20,416","https://en.wikipedia.org/wiki/Coryell_County,_Texas"
2495,LaGrange,Indiana,"$19,356","$47,617","$51,922","37,463","11,833","https://en.wikipedia.org/wiki/LaGrange_County,_Indiana"
2496,Titus,Texas,"$19,356","$42,939","$50,325","32,360","10,725","https://en.wikipedia.org/wiki/Titus_County,_Texas"
2497,Jefferson,Arkansas,"$19,353","$37,140","$48,562","75,782","28,367","https://en.wikipedia.org/wiki/Jefferson_County,_Arkansas"
2498,Limestone,Texas,"$19,352","$38,823","$49,121","23,417","7,929","https://en.wikipedia.org/wiki/Limestone_County,_Texas"
2499,Pike,Kentucky,"$19,351","$32,961","$42,210","64,473","26,362","https://en.wikipedia.org/wiki/Pike_County,_Kentucky"
2500,Highland,Ohio,"$19,348","$39,091","$46,643","43,395","16,918","https://en.wikipedia.org/wiki/Highland_County,_Ohio"
2501,Bourbon,Kansas,"$19,340","$39,591","$50,231","15,004","5,636","https://en.wikipedia.org/wiki/Bourbon_County,_Kansas"
2502,Nottoway,Virginia,"$19,337","$36,607","$52,837","15,862","5,673","https://en.wikipedia.org/wiki/Nottoway_County,_Virginia"
2503,Mecosta,Michigan,"$19,336","$39,470","$50,330","43,007","15,536","https://en.wikipedia.org/wiki/Mecosta_County,_Michigan"
2504,Hampton,South Carolina,"$19,332","$34,233","$42,588","20,840","7,470","https://en.wikipedia.org/wiki/Hampton_County,_South_Carolina"
2505,Shelby,Missouri,"$19,331","$35,938","$48,274","6,274","2,597","https://en.wikipedia.org/wiki/Shelby_County,_Missouri"
2506,Fulton,Arkansas,"$19,326","$35,522","$41,720","12,266","5,140","https://en.wikipedia.org/wiki/Fulton_County,_Arkansas"
2507,Lewis,Missouri,"$19,317","$42,071","$49,043","10,193","3,936","https://en.wikipedia.org/wiki/Lewis_County,_Missouri"
2508,Columbia,Florida,"$19,306","$38,070","$45,003","67,568","23,604","https://en.wikipedia.org/wiki/Columbia_County,_Florida"
2509,Parmer,Texas,"$19,304","$44,943","$47,096","10,159","3,215","https://en.wikipedia.org/wiki/Parmer_County,_Texas"
2510,Fleming,Kentucky,"$19,304","$32,495","$45,490","14,435","5,539","https://en.wikipedia.org/wiki/Fleming_County,_Kentucky"
2511,Bedford,Tennessee,"$19,303","$40,759","$47,774","45,339","16,402","https://en.wikipedia.org/wiki/Bedford_County,_Tennessee"
2512,Clarke,Georgia,"$19,295","$33,060","$50,744","118,864","41,358","https://en.wikipedia.org/wiki/Clarke_County,_Georgia"
2513,Hickman,Kentucky,"$19,292","$34,029","$46,549","4,834","1,983","https://en.wikipedia.org/wiki/Hickman_County,_Kentucky"
2514,Chambers,Alabama,"$19,291","$32,402","$41,040","34,145","13,722","https://en.wikipedia.org/wiki/Chambers_County,_Alabama"
2515,Hot Spring,Arkansas,"$19,286","$41,193","$49,541","33,182","12,231","https://en.wikipedia.org/wiki/Hot_Spring_County,_Arkansas"
2516,Sullivan,Missouri,"$19,279","$36,676","$44,783","6,611","2,640","https://en.wikipedia.org/wiki/Sullivan_County,_Missouri"
2517,Columbus,North Carolina,"$19,275","$35,761","$45,865","57,761","21,758","https://en.wikipedia.org/wiki/Columbus_County,_North_Carolina"
2518,Union,Mississippi,"$19,273","$38,373","$44,772","27,338","10,322","https://en.wikipedia.org/wiki/Union_County,_Mississippi"
2519,Comanche,Texas,"$19,268","$36,020","$45,503","13,829","5,162","https://en.wikipedia.org/wiki/Comanche_County,_Texas"
2520,Adair,Missouri,"$19,258","$34,733","$54,609","25,573","9,648","https://en.wikipedia.org/wiki/Adair_County,_Missouri"
2521,Nowata,Oklahoma,"$19,256","$39,430","$48,694","10,580","4,050","https://en.wikipedia.org/wiki/Nowata_County,_Oklahoma"
2522,Butler,Missouri,"$19,246","$34,969","$43,135","42,946","17,085","https://en.wikipedia.org/wiki/Butler_County,_Missouri"
2523,Yuba,California,"$19,244","$44,902","$50,648","72,574","24,300","https://en.wikipedia.org/wiki/Yuba_County,_California"
2524,Chowan,North Carolina,"$19,240","$34,420","$43,512","14,782","5,945","https://en.wikipedia.org/wiki/Chowan_County,_North_Carolina"
2525,Jay,Indiana,"$19,236","$40,235","$47,376","21,333","8,179","https://en.wikipedia.org/wiki/Jay_County,_Indiana"
2526,Caldwell,North Carolina,"$19,228","$34,357","$46,628","82,407","31,417","https://en.wikipedia.org/wiki/Caldwell_County,_North_Carolina"
2527,Jim Hogg,Texas,"$19,212","$36,121","$42,775","5,271","1,805","https://en.wikipedia.org/wiki/Jim_Hogg_County,_Texas"
2528,Carter,Kentucky,"$19,204","$36,406","$44,210","27,493","10,319","https://en.wikipedia.org/wiki/Carter_County,_Kentucky"
2529,Jackson,Louisiana,"$19,188","$37,388","$45,490","16,217","6,090","https://en.wikipedia.org/wiki/Jackson_Parish,_Louisiana"
2530,Sanders,Montana,"$19,188","$32,881","$39,650","11,400","5,149","https://en.wikipedia.org/wiki/Sanders_County,_Montana"
2531,Gordon,Georgia,"$19,177","$40,926","$48,810","55,409","19,066","https://en.wikipedia.org/wiki/Gordon_County,_Georgia"
2532,Camp,Texas,"$19,176","$37,079","$45,781","12,415","4,475","https://en.wikipedia.org/wiki/Camp_County,_Texas"
2533,Idaho County,Idaho,"$19,168","$37,349","$44,962","16,269","6,534","https://en.wikipedia.org/wiki/Idaho_County,_Idaho"
2534,Payette,Idaho,"$19,165","$43,649","$51,998","22,629","8,056","https://en.wikipedia.org/wiki/Payette_County,_Idaho"
2535,Fannin,Georgia,"$19,164","$34,239","$40,855","23,614","9,940","https://en.wikipedia.org/wiki/Fannin_County,_Georgia"
2536,Bladen,North Carolina,"$19,154","$30,164","$43,210","34,969","14,256","https://en.wikipedia.org/wiki/Bladen_County,_North_Carolina"
2537,Laurens,South Carolina,"$19,153","$37,383","$44,778","66,457","25,184","https://en.wikipedia.org/wiki/Laurens_County,_South_Carolina"
2538,Alcorn,Mississippi,"$19,145","$33,600","$43,320","37,159","14,679","https://en.wikipedia.org/wiki/Alcorn_County,_Mississippi"
2539,Logan,Kentucky,"$19,143","$36,590","$47,378","26,822","10,912","https://en.wikipedia.org/wiki/Logan_County,_Kentucky"
2540,Blaine,Nebraska,"$19,141","$42,917","$45,625",586,249,"https://en.wikipedia.org/wiki/Blaine_County,_Nebraska"
2541,Lawrence,Tennessee,"$19,136","$37,368","$47,649","41,927","15,862","https://en.wikipedia.org/wiki/Lawrence_County,_Tennessee"
2542,Franklin,Arkansas,"$19,135","$36,766","$43,053","18,063","6,769","https://en.wikipedia.org/wiki/Franklin_County,_Arkansas"
2543,Polk,Arkansas,"$19,116","$32,835","$38,275","20,540","8,069","https://en.wikipedia.org/wiki/Polk_County,_Arkansas"
2544,Sevier,Utah,"$19,115","$46,229","$53,997","20,798","7,146","https://en.wikipedia.org/wiki/Sevier_County,_Utah"
2545,Grayson,Kentucky,"$19,115","$32,399","$41,216","25,833","9,897","https://en.wikipedia.org/wiki/Grayson_County,_Kentucky"
2546,Cleburne,Alabama,"$19,108","$38,019","$46,069","14,945","5,601","https://en.wikipedia.org/wiki/Cleburne_County,_Alabama"
2547,Wise,Virginia,"$19,107","$36,218","$46,628","41,154","15,406","https://en.wikipedia.org/wiki/Wise_County,_Virginia"
2548,Iron,Missouri,"$19,101","$36,387","$44,069","10,505","4,126","https://en.wikipedia.org/wiki/Iron_County,_Missouri"
2549,McIntosh,Oklahoma,"$19,100","$36,096","$44,470","20,358","8,092","https://en.wikipedia.org/wiki/McIntosh_County,_Oklahoma"
2550,Houston,Texas,"$19,090","$33,119","$46,557","23,365","7,889","https://en.wikipedia.org/wiki/Houston_County,_Texas"
2551,Woodruff,Arkansas,"$19,087","$28,259","$36,902","7,180","3,070","https://en.wikipedia.org/wiki/Woodruff_County,_Arkansas"
2552,Allen,Kentucky,"$19,086","$40,008","$49,378","20,123","8,061","https://en.wikipedia.org/wiki/Allen_County,_Kentucky"
2553,Webster,Georgia,"$19,082","$35,718","$51,458","2,769","1,129","https://en.wikipedia.org/wiki/Webster_County,_Georgia"
2554,Otero,Colorado,"$19,078","$33,848","$41,943","18,817","7,427","https://en.wikipedia.org/wiki/Otero_County,_Colorado"
2555,Del Norte,California,"$19,072","$37,909","$51,470","28,357","9,593","https://en.wikipedia.org/wiki/Del_Norte_County,_California"
2556,Isabella,Michigan,"$19,061","$36,372","$51,563","70,400","24,817","https://en.wikipedia.org/wiki/Isabella_County,_Michigan"
2557,Lawrence,Missouri,"$19,060","$39,334","$47,950","38,488","14,817","https://en.wikipedia.org/wiki/Lawrence_County,_Missouri"
2558,Warren,North Carolina,"$19,052","$34,285","$44,587","20,792","7,731","https://en.wikipedia.org/wiki/Warren_County,_North_Carolina"
2559,Logan,Arkansas,"$19,046","$34,996","$46,489","22,221","8,233","https://en.wikipedia.org/wiki/Logan_County,_Arkansas"
2560,Jefferson,Oklahoma,"$19,042","$34,701","$40,847","6,457","2,456","https://en.wikipedia.org/wiki/Jefferson_County,_Oklahoma"
2561,Schley,Georgia,"$19,037","$38,425","$52,391","5,017","1,829","https://en.wikipedia.org/wiki/Schley_County,_Georgia"
2562,Union,South Carolina,"$19,037","$32,556","$41,390","28,594","11,854","https://en.wikipedia.org/wiki/Union_County,_South_Carolina"
2563,Hardy,West Virginia,"$19,032","$32,723","$43,097","13,922","5,020","https://en.wikipedia.org/wiki/Hardy_County,_West_Virginia"
2564,Charles Mix,South Dakota,"$19,030","$40,102","$51,780","9,176","3,191","https://en.wikipedia.org/wiki/Charles_Mix_County,_South_Dakota"
2565,Wilkes,North Carolina,"$19,029","$33,159","$42,083","69,184","27,512","https://en.wikipedia.org/wiki/Wilkes_County,_North_Carolina"
2566,Lamar,Alabama,"$19,026","$36,028","$42,470","14,396","6,084","https://en.wikipedia.org/wiki/Lamar_County,_Alabama"
2567,Montgomery,Arkansas,"$19,021","$31,345","$39,469","9,387","3,873","https://en.wikipedia.org/wiki/Montgomery_County,_Arkansas"
2568,Gallatin,Kentucky,"$19,020","$43,793","$48,984","8,525","2,995","https://en.wikipedia.org/wiki/Gallatin_County,_Kentucky"
2569,Grant,Louisiana,"$19,018","$39,654","$47,832","22,113","7,340","https://en.wikipedia.org/wiki/Grant_Parish,_Louisiana"
2570,Carter,Tennessee,"$19,018","$31,842","$41,010","57,438","24,079","https://en.wikipedia.org/wiki/Carter_County,_Tennessee"
2571,Seward,Kansas,"$19,015","$50,185","$52,529","23,146","7,429","https://en.wikipedia.org/wiki/Seward_County,_Kansas"
2572,Red River,Texas,"$19,014","$31,712","$42,371","12,709","5,052","https://en.wikipedia.org/wiki/Red_River_County,_Texas"
2573,Osceola,Florida,"$19,007","$43,891","$47,839","279,837","90,413","https://en.wikipedia.org/wiki/Osceola_County,_Florida"
2574,Saline,Missouri,"$19,006","$39,519","$46,731","23,324","8,764","https://en.wikipedia.org/wiki/Saline_County,_Missouri"
2575,Ohio County,Kentucky,"$19,005","$40,830","$44,200","23,955","8,715","https://en.wikipedia.org/wiki/Ohio_County,_Kentucky"
2576,Hall,Texas,"$19,004","$33,006","$45,593","3,310","1,177","https://en.wikipedia.org/wiki/Hall_County,_Texas"
2577,Nolan,Texas,"$19,002","$36,806","$46,282","15,087","5,527","https://en.wikipedia.org/wiki/Nolan_County,_Texas"
2578,Evans,Georgia,"$18,998","$36,788","$46,369","10,902","4,067","https://en.wikipedia.org/wiki/Evans_County,_Georgia"
2579,Winston,Alabama,"$18,995","$32,900","$41,113","24,342","9,489","https://en.wikipedia.org/wiki/Winston_County,_Alabama"
2580,Oceana,Michigan,"$18,986","$40,023","$47,419","26,456","9,537","https://en.wikipedia.org/wiki/Oceana_County,_Michigan"
2581,Clarke,Alabama,"$18,979","$29,357","$45,518","25,573","9,631","https://en.wikipedia.org/wiki/Clarke_County,_Alabama"
2582,Ouachita,Arkansas,"$18,975","$32,015","$42,354","25,651","10,733","https://en.wikipedia.org/wiki/Ouachita_County,_Arkansas"
2583,Wayne,Missouri,"$18,970","$33,159","$39,465","13,437","5,589","https://en.wikipedia.org/wiki/Wayne_County,_Missouri"
2584,Montcalm,Michigan,"$18,969","$40,451","$47,435","63,234","23,400","https://en.wikipedia.org/wiki/Montcalm_County,_Michigan"
2585,Coleman,Texas,"$18,967","$31,373","$37,887","8,744","3,478","https://en.wikipedia.org/wiki/Coleman_County,_Texas"
2586,Heard,Georgia,"$18,964","$39,909","$49,381","11,708","4,321","https://en.wikipedia.org/wiki/Heard_County,_Georgia"
2587,Crosby,Texas,"$18,959","$38,187","$42,379","6,056","2,164","https://en.wikipedia.org/wiki/Crosby_County,_Texas"
2588,Bienville,Louisiana,"$18,958","$31,543","$42,271","14,229","5,668","https://en.wikipedia.org/wiki/Bienville_Parish,_Louisiana"
2589,Wyandotte,Kansas,"$18,957","$39,402","$47,025","158,348","57,291","https://en.wikipedia.org/wiki/Wyandotte_County,_Kansas"
2590,Fremont,Colorado,"$18,954","$39,943","$48,623","46,850","16,938","https://en.wikipedia.org/wiki/Fremont_County,_Colorado"
2591,Rhea,Tennessee,"$18,952","$36,741","$46,526","32,080","12,096","https://en.wikipedia.org/wiki/Rhea_County,_Tennessee"
2592,Prowers,Colorado,"$18,941","$34,391","$44,481","12,473","4,935","https://en.wikipedia.org/wiki/Prowers_County,_Colorado"
2593,Petersburg City,Virginia,"$18,936","$34,424","$40,559","32,326","12,456","https://en.wikipedia.org/wiki/Petersburg,_Virginia"
2594,Scott,Arkansas,"$18,934","$37,448","$42,333","11,111","4,324","https://en.wikipedia.org/wiki/Scott_County,_Arkansas"
2595,Tift,Georgia,"$18,933","$34,591","$41,712","40,537","13,691","https://en.wikipedia.org/wiki/Tift_County,_Georgia"
2596,McDowell,North Carolina,"$18,932","$35,297","$45,874","44,963","17,252","https://en.wikipedia.org/wiki/McDowell_County,_North_Carolina"
2597,Wayne,Mississippi,"$18,928","$29,925","$38,502","20,675","8,105","https://en.wikipedia.org/wiki/Wayne_County,_Mississippi"
2598,Oneida,Idaho,"$18,920","$40,842","$46,802","4,257","1,579","https://en.wikipedia.org/wiki/Oneida_County,_Idaho"
2599,Kleberg,Texas,"$18,918","$40,566","$48,275","32,052","11,241","https://en.wikipedia.org/wiki/Kleberg_County,_Texas"
2600,Habersham,Georgia,"$18,910","$39,306","$48,610","43,181","14,805","https://en.wikipedia.org/wiki/Habersham_County,_Georgia"
2601,Mississippi County,Arkansas,"$18,905","$36,428","$42,286","45,912","17,058","https://en.wikipedia.org/wiki/Mississippi_County,_Arkansas"
2602,Bamberg,South Carolina,"$18,902","$31,483","$43,317","15,814","5,883","https://en.wikipedia.org/wiki/Bamberg_County,_South_Carolina"
2603,Lowndes,Georgia,"$18,897","$37,365","$49,499","111,334","39,722","https://en.wikipedia.org/wiki/Lowndes_County,_Georgia"
2604,Haskell,Oklahoma,"$18,896","$35,334","$46,474","12,849","4,713","https://en.wikipedia.org/wiki/Haskell_County,_Oklahoma"
2605,Franklin,Alabama,"$18,888","$36,415","$46,536","31,666","12,437","https://en.wikipedia.org/wiki/Franklin_County,_Alabama"
2606,Bingham,Idaho,"$18,872","$47,941","$54,323","45,485","14,650","https://en.wikipedia.org/wiki/Bingham_County,_Idaho"
2607,Randolph,Arkansas,"$18,871","$34,418","$45,492","17,896","7,244","https://en.wikipedia.org/wiki/Randolph_County,_Arkansas"
2608,Marion,Kentucky,"$18,865","$38,719","$47,360","19,943","7,368","https://en.wikipedia.org/wiki/Marion_County,_Kentucky"
2609,Montgomery,North Carolina,"$18,865","$31,830","$43,038","27,707","10,610","https://en.wikipedia.org/wiki/Montgomery_County,_North_Carolina"
2610,Newton,Mississippi,"$18,864","$39,190","$44,720","21,645","7,931","https://en.wikipedia.org/wiki/Newton_County,_Mississippi"
2611,Barnwell,South Carolina,"$18,862","$35,231","$43,818","22,399","8,416","https://en.wikipedia.org/wiki/Barnwell_County,_South_Carolina"
2612,Patrick,Virginia,"$18,860","$34,864","$42,547","18,445","7,846","https://en.wikipedia.org/wiki/Patrick_County,_Virginia"
2613,Allen,Louisiana,"$18,857","$38,429","$48,306","25,674","8,099","https://en.wikipedia.org/wiki/Allen_Parish,_Louisiana"
2614,Noble,Ohio,"$18,853","$38,290","$43,146","14,639","4,883","https://en.wikipedia.org/wiki/Noble_County,_Ohio"
2615,Decatur,Iowa,"$18,845","$36,326","$46,275","8,308","3,106","https://en.wikipedia.org/wiki/Decatur_County,_Iowa"
2616,Ware,Georgia,"$18,842","$34,572","$46,455","36,008","13,460","https://en.wikipedia.org/wiki/Ware_County,_Georgia"
2617,Yuma,Arizona,"$18,840","$41,595","$44,302","199,026","70,122","https://en.wikipedia.org/wiki/Yuma_County,_Arizona"
2618,Gratiot,Michigan,"$18,836","$40,359","$50,893","42,148","14,787","https://en.wikipedia.org/wiki/Gratiot_County,_Michigan"
2619,Elbert,Georgia,"$18,835","$35,817","$41,387","19,907","7,635","https://en.wikipedia.org/wiki/Elbert_County,_Georgia"
2620,Motley,Texas,"$18,828","$35,845","$40,000","1,182",433,"https://en.wikipedia.org/wiki/Motley_County,_Texas"
2621,Meriwether,Georgia,"$18,821","$37,333","$43,597","21,695","8,135","https://en.wikipedia.org/wiki/Meriwether_County,_Georgia"
2622,Bristol City,Virginia,"$18,820","$32,221","$41,025","17,713","7,674","https://en.wikipedia.org/wiki/Bristol,_Virginia"
2623,Chester,Tennessee,"$18,817","$41,875","$52,983","17,151","5,936","https://en.wikipedia.org/wiki/Chester_County,_Tennessee"
2624,Meigs,Ohio,"$18,816","$35,469","$44,783","23,659","9,560","https://en.wikipedia.org/wiki/Meigs_County,_Ohio"
2625,Hale,Alabama,"$18,812","$30,051","$38,048","15,594","5,969","https://en.wikipedia.org/wiki/Hale_County,_Alabama"
2626,Cherokee,Texas,"$18,801","$38,378","$46,797","50,865","17,422","https://en.wikipedia.org/wiki/Cherokee_County,_Texas"
2627,Lamar,Georgia,"$18,800","$41,016","$49,741","18,139","6,393","https://en.wikipedia.org/wiki/Lamar_County,_Georgia"
2628,Taylor,Kentucky,"$18,790","$36,384","$46,250","24,585","9,708","https://en.wikipedia.org/wiki/Taylor_County,_Kentucky"
2629,Martin,North Carolina,"$18,783","$35,111","$44,633","24,147","9,444","https://en.wikipedia.org/wiki/Martin_County,_North_Carolina"
2630,Van Buren,Arkansas,"$18,782","$32,517","$42,607","17,147","7,063","https://en.wikipedia.org/wiki/Van_Buren_County,_Arkansas"
2631,Washington County,North Carolina,"$18,779","$34,936","$43,636","12,958","5,056","https://en.wikipedia.org/wiki/Washington_County,_North_Carolina"
2632,Colleton,South Carolina,"$18,769","$33,233","$41,716","38,453","14,905","https://en.wikipedia.org/wiki/Colleton_County,_South_Carolina"
2633,Luce,Michigan,"$18,768","$39,469","$45,950","6,550","2,427","https://en.wikipedia.org/wiki/Luce_County,_Michigan"
2634,Johnson,Illinois,"$18,763","$40,760","$50,796","12,665","4,362","https://en.wikipedia.org/wiki/Johnson_County,_Illinois"
2635,Charlotte,Virginia,"$18,762","$33,015","$43,384","12,478","4,751","https://en.wikipedia.org/wiki/Charlotte_County,_Virginia"
2636,Sabine,Texas,"$18,762","$32,963","$37,827","10,604","4,161","https://en.wikipedia.org/wiki/Sabine_County,_Texas"
2637,Hoke,North Carolina,"$18,761","$45,489","$53,584","48,842","16,161","https://en.wikipedia.org/wiki/Hoke_County,_North_Carolina"
2638,Fayette,Indiana,"$18,757","$37,391","$46,311","24,112","9,536","https://en.wikipedia.org/wiki/Fayette_County,_Indiana"
2639,Madison,Arkansas,"$18,754","$35,771","$43,373","15,671","6,048","https://en.wikipedia.org/wiki/Madison_County,_Arkansas"
2640,Yalobusha,Mississippi,"$18,750","$32,930","$46,360","12,554","4,797","https://en.wikipedia.org/wiki/Yalobusha_County,_Mississippi"
2641,Lamb,Texas,"$18,744","$36,727","$45,304","13,921","4,803","https://en.wikipedia.org/wiki/Lamb_County,_Texas"
2642,Trinity,Texas,"$18,730","$34,555","$44,343","14,460","5,091","https://en.wikipedia.org/wiki/Trinity_County,_Texas"
2643,Webster,Mississippi,"$18,728","$33,524","$45,647","10,129","4,084","https://en.wikipedia.org/wiki/Webster_County,_Mississippi"
2644,Wilkinson,Mississippi,"$18,717","$33,618","$39,966","9,653","3,496","https://en.wikipedia.org/wiki/Wilkinson_County,_Mississippi"
2645,Toombs,Georgia,"$18,716","$31,189","$46,442","27,229","10,310","https://en.wikipedia.org/wiki/Toombs_County,_Georgia"
2646,Haywood,Tennessee,"$18,714","$34,542","$43,094","18,531","7,099","https://en.wikipedia.org/wiki/Haywood_County,_Tennessee"
2647,Howard,Arkansas,"$18,707","$35,879","$40,970","13,748","5,208","https://en.wikipedia.org/wiki/Howard_County,_Arkansas"
2648,Cross,Arkansas,"$18,701","$38,085","$48,100","17,760","6,818","https://en.wikipedia.org/wiki/Cross_County,_Arkansas"
2649,Nevada County,Arkansas,"$18,695","$33,694","$42,500","8,948","3,622","https://en.wikipedia.org/wiki/Nevada_County,_Arkansas"
2650,San Augustine,Texas,"$18,695","$28,390","$41,014","8,855","3,275","https://en.wikipedia.org/wiki/San_Augustine_County,_Texas"
2651,Clay,Alabama,"$18,694","$34,002","$43,598","13,703","5,649","https://en.wikipedia.org/wiki/Clay_County,_Alabama"
2652,Neshoba,Mississippi,"$18,693","$37,050","$41,449","29,655","10,829","https://en.wikipedia.org/wiki/Neshoba_County,_Mississippi"
2653,Fayette,West Virginia,"$18,685","$33,771","$42,182","45,889","17,250","https://en.wikipedia.org/wiki/Fayette_County,_West_Virginia"
2654,Bailey,Texas,"$18,676","$46,139","$48,681","7,121","2,358","https://en.wikipedia.org/wiki/Bailey_County,_Texas"
2655,Torrance,New Mexico,"$18,675","$31,161","$45,409","16,185","5,638","https://en.wikipedia.org/wiki/Torrance_County,_New_Mexico"
2656,Richland,Louisiana,"$18,669","$36,835","$45,070","20,816","7,619","https://en.wikipedia.org/wiki/Richland_Parish,_Louisiana"
2657,Crockett,Tennessee,"$18,664","$36,066","$43,693","14,576","5,619","https://en.wikipedia.org/wiki/Crockett_County,_Tennessee"
2658,Lafayette,Florida,"$18,660","$39,722","$52,627","8,745","2,710","https://en.wikipedia.org/wiki/Lafayette_County,_Florida"
2659,Pike,Missouri,"$18,650","$39,850","$52,000","18,579","6,559","https://en.wikipedia.org/wiki/Pike_County,_Missouri"
2660,Screven,Georgia,"$18,640","$34,848","$46,591","14,455","5,165","https://en.wikipedia.org/wiki/Screven_County,_Georgia"
2661,Braxton,West Virginia,"$18,635","$31,848","$43,884","14,524","5,780","https://en.wikipedia.org/wiki/Braxton_County,_West_Virginia"
2662,Bullock,Alabama,"$18,628","$32,033","$44,933","10,746","3,741","https://en.wikipedia.org/wiki/Bullock_County,_Alabama"
2663,Laurens,Georgia,"$18,625","$34,793","$43,935","48,203","17,632","https://en.wikipedia.org/wiki/Laurens_County,_Georgia"
2664,Baldwin,Georgia,"$18,622","$32,751","$48,719","46,018","16,338","https://en.wikipedia.org/wiki/Baldwin_County,_Georgia"
2665,Dougherty,Georgia,"$18,619","$31,671","$38,145","94,220","35,661","https://en.wikipedia.org/wiki/Dougherty_County,_Georgia"
2666,Fulton,Kentucky,"$18,602","$33,582","$39,274","6,650","2,744","https://en.wikipedia.org/wiki/Fulton_County,_Kentucky"
2667,Benton,Mississippi,"$18,597","$31,060","$42,436","8,682","3,195","https://en.wikipedia.org/wiki/Benton_County,_Mississippi"
2668,Cook,Georgia,"$18,592","$34,985","$43,780","17,066","6,308","https://en.wikipedia.org/wiki/Cook_County,_Georgia"
2669,Bulloch,Georgia,"$18,587","$35,840","$52,100","71,190","25,254","https://en.wikipedia.org/wiki/Bulloch_County,_Georgia"
2670,Claiborne,Tennessee,"$18,583","$33,229","$42,766","31,915","12,553","https://en.wikipedia.org/wiki/Claiborne_County,_Tennessee"
2671,Cherokee,Oklahoma,"$18,582","$37,260","$49,379","47,488","16,875","https://en.wikipedia.org/wiki/Cherokee_County,_Oklahoma"
2672,Harmon,Oklahoma,"$18,582","$26,688","$36,597","2,894","1,106","https://en.wikipedia.org/wiki/Harmon_County,_Oklahoma"
2673,Stone,Mississippi,"$18,576","$42,963","$50,491","17,854","5,871","https://en.wikipedia.org/wiki/Stone_County,_Mississippi"
2674,Pontotoc,Mississippi,"$18,576","$39,899","$50,403","30,207","9,937","https://en.wikipedia.org/wiki/Pontotoc_County,_Mississippi"
2675,Orange,Indiana,"$18,576","$38,826","$46,454","19,829","7,688","https://en.wikipedia.org/wiki/Orange_County,_Indiana"
2676,Bacon,Georgia,"$18,558","$33,757","$48,115","11,159","4,036","https://en.wikipedia.org/wiki/Bacon_County,_Georgia"
2677,Stephens,Georgia,"$18,557","$37,898","$46,972","25,910","9,227","https://en.wikipedia.org/wiki/Stephens_County,_Georgia"
2678,Worth,Georgia,"$18,551","$35,792","$44,411","21,670","7,851","https://en.wikipedia.org/wiki/Worth_County,_Georgia"
2679,Gulf,Florida,"$18,546","$40,455","$44,574","15,793","5,414","https://en.wikipedia.org/wiki/Gulf_County,_Florida"
2680,St. Francois,Missouri,"$18,544","$37,238","$46,537","65,602","24,654","https://en.wikipedia.org/wiki/St._Francois_County,_Missouri"
2681,Dent,Missouri,"$18,544","$36,311","$42,356","15,649","5,858","https://en.wikipedia.org/wiki/Dent_County,_Missouri"
2682,Pushmataha,Oklahoma,"$18,542","$29,897","$38,834","11,406","4,900","https://en.wikipedia.org/wiki/Pushmataha_County,_Oklahoma"
2683,Houston,Tennessee,"$18,539","$35,271","$44,637","8,375","3,423","https://en.wikipedia.org/wiki/Houston_County,_Tennessee"
2684,Clay,Arkansas,"$18,509","$31,502","$41,121","15,790","6,814","https://en.wikipedia.org/wiki/Clay_County,_Arkansas"
